Time,Vehicle speed (km/h),Engine RPM (RPM),Control module voltage (V),Relative accelerator pedal position (%),Accel Pedal Position (%),Battery Voltage (V),Current Gear (gear),Steering Wheel Angle (°)
03/06/2022 05:03:59.4119 下午,23,1189.25,14.271,0,0,0,0,0
03/06/2022 05:04:00.3011 下午,22,1296.5,14.271,0,0,0,0,0
03/06/2022 05:04:01.1021 下午,20,1321.25,14.271,0,0,0,0,0
03/06/2022 05:04:02.0871 下午,18,1291,14.271,0,0,0,0,0
03/06/2022 05:04:02.7097 下午,16,1282.75,14.177,0,0,0,0,0
03/06/2022 05:04:03.7992 下午,13,1274.5,14.177,0,0,0,0,0
03/06/2022 05:04:04.9829 下午,10,1316,14.177,0,0,0,0,0
03/06/2022 05:04:05.6370 下午,5,1163,14.177,0,0,0,0,0
03/06/2022 05:04:06.1735 下午,3,1065.75,14.177,0,0,0,0,0
03/06/2022 05:04:07.1933 下午,2,984.5,14.177,0,0,0,0,0
03/06/2022 05:04:09.5141 下午,1,949,14.177,0,0,0,0,0
03/06/2022 05:04:10.1663 下午,0,864,14.177,0,0,0,0,0
03/06/2022 05:04:10.7715 下午,0,771.5,14.177,0,0,0,0,0
03/06/2022 05:04:11.9089 下午,0,760,14.177,0,0,0,0,0
03/06/2022 05:04:12.8164 下午,0,765.5,14.224,0,0,0,0,0
03/06/2022 05:04:13.5106 下午,0,759,14.224,0,0,0,0,0
03/06/2022 05:04:15.9619 下午,0,750.5,14.224,0,0,0,0,0
03/06/2022 05:04:16.7995 下午,0,763.25,14.247,0,0,0,0,0
03/06/2022 05:04:17.2652 下午,0,760.75,14.247,0,0,0,0,0
03/06/2022 05:04:17.7378 下午,0,747.5,14.247,0,0,0,0,0
03/06/2022 05:04:18.6117 下午,0,741.25,14.247,0,0,0,0,0
03/06/2022 05:04:19.3762 下午,0,746,14.247,0,0,0,0,0
03/06/2022 05:04:19.9095 下午,0,765,14.247,0,0,0,0,0
03/06/2022 05:04:20.4673 下午,0,764.5,14.247,0,0,0,0,0
03/06/2022 05:04:21.2923 下午,0,748,14.247,0,0,0,0,0
03/06/2022 05:04:22.0041 下午,0,763.25,14.247,0,0,0,0,0
03/06/2022 05:04:22.5569 下午,0,749.25,14.247,0,0,0,0,0
03/06/2022 05:04:23.0022 下午,0,747.25,14.365,0,0,0,0,0
03/06/2022 05:04:23.8391 下午,0,748.25,14.365,0,0,0,0,0
03/06/2022 05:04:24.6105 下午,0,751.75,14.365,0,0,0,0,0
03/06/2022 05:04:25.2188 下午,0,752,14.365,0,0,0,0,0
03/06/2022 05:04:25.8550 下午,0,747.75,14.365,0,0,0,0,0
03/06/2022 05:04:26.6104 下午,0,753.25,14.365,0,0,0,0,0
03/06/2022 05:04:27.2851 下午,0,760.5,14.365,0,0,0,0,0
03/06/2022 05:04:27.8168 下午,0,753.25,14.365,0,0,0,0,0
03/06/2022 05:04:28.3436 下午,0,757.5,14.365,0,0,0,0,0
03/06/2022 05:04:29.2385 下午,0,755,14.365,0,0,0,0,0
03/06/2022 05:04:29.8814 下午,0,753.25,14.318,0,0,0,0,0
03/06/2022 05:04:30.3191 下午,0,754,14.318,0,0,0,0,0
03/06/2022 05:04:30.8629 下午,0,763.25,14.318,0,0,0,0,0
03/06/2022 05:04:31.5977 下午,0,755.75,14.318,0,0,0,0,0
03/06/2022 05:04:35.5761 下午,0,755.75,14.318,0,0,0,0,0
03/06/2022 05:04:36.6857 下午,0,768.5,14.247,0,0,0,0,0
03/06/2022 05:04:37.4693 下午,0,766.5,14.341,0,0,0,0,0
03/06/2022 05:04:38.0695 下午,0,765.25,14.341,0,0,0,0,0
03/06/2022 05:04:38.5892 下午,0,762,14.341,0,0,0,0,0
03/06/2022 05:04:39.4217 下午,0,755.5,14.341,0,0,0,0,0
03/06/2022 05:04:40.1095 下午,0,774.75,14.341,0,0,0,0,0
03/06/2022 05:04:40.5377 下午,0,776.75,14.341,0,0,0,0,0
03/06/2022 05:04:44.2327 下午,0,760.75,14.341,0,0,0,0,0
03/06/2022 05:04:45.7537 下午,0,754.5,14.153,0,0,0,0,0
03/06/2022 05:05:19.2728 下午,0,758.25,14.059,0,0,0,0,0
03/06/2022 05:05:20.8957 下午,0,759.5,14.247,0,0,0,0,0
03/06/2022 05:05:21.7358 下午,2,965.25,14.153,0,0,0,0,0
03/06/2022 05:05:22.4966 下午,2,887,14.153,0,0,0,0,0
03/06/2022 05:05:23.1461 下午,3,955.5,14.153,0,0,0,0,0
03/06/2022 05:05:24.1288 下午,4,1352.25,14.153,0,0,0,0,0
03/06/2022 05:05:25.0986 下午,6,1471,14.153,0,0,0,0,0
03/06/2022 05:05:25.7022 下午,11,1577.25,14.153,0,0,0,0,0
03/06/2022 05:05:26.4927 下午,12,1761.5,14.153,0,0,0,0,0
03/06/2022 05:05:27.6514 下午,14,2060,14.153,0,0,0,0,0
03/06/2022 05:05:28.5496 下午,15,1904.25,14.153,0,0,0,0,0
03/06/2022 05:05:29.2741 下午,18,1633,14.153,0,0,0,0,0
03/06/2022 05:05:29.8790 下午,19,1527,14.271,0,0,0,0,0
03/06/2022 05:05:31.0903 下午,19,1328,14.271,0,0,0,0,0
03/06/2022 05:05:32.0555 下午,18,1255.25,14.271,0,0,0,0,0
03/06/2022 05:05:32.7588 下午,17,1313.5,14.271,0,0,0,0,0
03/06/2022 05:05:33.3517 下午,17,1303,14.271,0,0,0,0,0
03/06/2022 05:05:34.4458 下午,17,1389.5,14.271,0,0,0,0,0
03/06/2022 05:05:35.2911 下午,17,1478.5,14.271,0,0,0,0,0
03/06/2022 05:05:35.8658 下午,18,1549,14.271,0,0,0,0,0
03/06/2022 05:05:36.5161 下午,18,1359.5,14.271,0,0,0,0,0
03/06/2022 05:05:37.6740 下午,18,1270.75,14.271,0,0,0,0,0
03/06/2022 05:05:38.2542 下午,18,1271,14.2,0,0,0,0,0
03/06/2022 05:05:38.7424 下午,17,1295.75,14.2,0,0,0,0,0
03/06/2022 05:05:39.3045 下午,17,1309.5,14.2,0,0,0,0,0
03/06/2022 05:05:40.1876 下午,17,1317.75,14.2,0,0,0,0,0
03/06/2022 05:05:40.9339 下午,16,1313.75,14.2,0,0,0,0,0
03/06/2022 05:05:41.4013 下午,16,1276.75,14.2,0,0,0,0,0
03/06/2022 05:05:41.7848 下午,16,1278,14.2,0,0,0,0,0
03/06/2022 05:05:42.5595 下午,16,1290,14.2,0,0,0,0,0
03/06/2022 05:05:43.2123 下午,15,1298,14.2,0,0,0,0,0
03/06/2022 05:05:43.8116 下午,15,1312.75,14.2,0,0,0,0,0
03/06/2022 05:05:44.3419 下午,15,1292.25,14.247,0,0,0,0,0
03/06/2022 05:05:45.1109 下午,14,1304.25,14.247,0,0,0,0,0
03/06/2022 05:05:45.7740 下午,14,1294.5,14.247,0,0,0,0,0
03/06/2022 05:05:46.2587 下午,14,1316,14.247,0,0,0,0,0
03/06/2022 05:05:46.7735 下午,14,1289.75,14.247,0,0,0,0,0
03/06/2022 05:05:47.5695 下午,14,1305.25,14.247,0,0,0,0,0
03/06/2022 05:05:48.5017 下午,14,1306,14.247,0,0,0,0,0
03/06/2022 05:05:49.0679 下午,14,1307.75,14.247,0,0,0,0,0
03/06/2022 05:05:49.5837 下午,14,1293.25,14.247,0,0,0,0,0
03/06/2022 05:05:51.4190 下午,14,1309.25,14.247,0,0,0,0,0
03/06/2022 05:05:52.1399 下午,13,1290.5,14.035,0,0,0,0,0
03/06/2022 05:05:52.7485 下午,11,1315,14.035,0,0,0,0,0
03/06/2022 05:05:53.4256 下午,9,1311.25,14.035,0,0,0,0,0
03/06/2022 05:05:54.1793 下午,8,1296.25,14.035,0,0,0,0,0
03/06/2022 05:05:54.9273 下午,7,1303.75,14.035,0,0,0,0,0
03/06/2022 05:05:55.3517 下午,6,1243.5,14.035,0,0,0,0,0
03/06/2022 05:05:55.9170 下午,6,1208,14.035,0,0,0,0,0
03/06/2022 05:05:56.6659 下午,5,1173.5,14.035,0,0,0,0,0
03/06/2022 05:05:57.3486 下午,4,1124.25,14.035,0,0,0,0,0
03/06/2022 05:05:58.0110 下午,1,966.75,14.035,0,0,0,0,0
03/06/2022 05:05:58.5392 下午,0,884,14.153,0,0,0,0,0
03/06/2022 05:05:59.2653 下午,0,1095,14.153,0,0,0,0,0
03/06/2022 05:06:00.0557 下午,0,1082,14.153,0,0,0,0,0
03/06/2022 05:06:00.5354 下午,3,988.25,14.153,0,0,0,0,0
03/06/2022 05:06:00.9502 下午,3,941.75,14.153,0,0,0,0,0
03/06/2022 05:06:01.6241 下午,3,915.75,14.153,0,0,0,0,0
03/06/2022 05:06:02.2877 下午,2,919.25,14.153,0,0,0,0,0
03/06/2022 05:06:02.7811 下午,2,866.75,14.153,0,0,0,0,0
03/06/2022 05:06:03.3269 下午,2,846.5,14.153,0,0,0,0,0
03/06/2022 05:06:04.2810 下午,1,844,14.153,0,0,0,0,0
03/06/2022 05:06:05.1380 下午,0,849.25,14.2,0,0,0,0,0
03/06/2022 05:06:05.5958 下午,1,856,14.2,0,0,0,0,0
03/06/2022 05:06:06.0491 下午,1,851.75,14.2,0,0,0,0,0
03/06/2022 05:06:06.7792 下午,1,824.5,14.2,0,0,0,0,0
03/06/2022 05:06:07.6288 下午,1,823.5,14.2,0,0,0,0,0
03/06/2022 05:06:08.2337 下午,0,821.5,14.2,0,0,0,0,0
03/06/2022 05:06:08.7858 下午,0,855,14.2,0,0,0,0,0
03/06/2022 05:06:09.7720 下午,0,840.25,14.2,0,0,0,0,0
03/06/2022 05:06:10.7887 下午,0,819.5,14.2,0,0,0,0,0
03/06/2022 05:06:11.7554 下午,0,787,14.2,0,0,0,0,0
03/06/2022 05:06:12.3494 下午,0,765.25,14.224,0,0,0,0,0
03/06/2022 05:06:13.1856 下午,0,758,14.224,0,0,0,0,0
03/06/2022 05:06:13.9435 下午,0,764,14.224,0,0,0,0,0
03/06/2022 05:06:14.3292 下午,0,766.75,14.224,0,0,0,0,0
03/06/2022 05:06:14.7991 下午,0,753.5,14.224,0,0,0,0,0
03/06/2022 05:06:15.5995 下午,0,766.5,14.224,0,0,0,0,0
03/06/2022 05:06:16.2854 下午,0,760.25,14.224,0,0,0,0,0
03/06/2022 05:06:16.7831 下午,0,774.5,14.224,0,0,0,0,0
03/06/2022 05:06:17.1868 下午,0,761.75,14.224,0,0,0,0,0
03/06/2022 05:06:17.9555 下午,0,778.75,14.224,0,0,0,0,0
03/06/2022 05:06:18.6672 下午,0,779,14.247,0,0,0,0,0
03/06/2022 05:06:19.0894 下午,0,785.75,14.247,0,0,0,0,0
03/06/2022 05:06:19.5640 下午,0,756,14.247,0,0,0,0,0
03/06/2022 05:06:20.4575 下午,0,764,14.247,0,0,0,0,0
03/06/2022 05:06:21.1191 下午,0,780.5,14.247,0,0,0,0,0
03/06/2022 05:06:21.5744 下午,0,785.5,14.247,0,0,0,0,0
03/06/2022 05:06:22.0598 下午,0,781.5,14.247,0,0,0,0,0
03/06/2022 05:06:23.1648 下午,0,771,14.247,0,0,0,0,0
03/06/2022 05:06:23.8019 下午,0,766.5,14.247,0,0,0,0,0
03/06/2022 05:06:25.2337 下午,0,764.5,14.247,0,0,0,0,0
03/06/2022 05:06:25.7088 下午,0,760,14.247,0,0,0,0,0
03/06/2022 05:06:26.4750 下午,0,765.75,14.247,0,0,0,0,0
03/06/2022 05:06:27.1430 下午,0,761,14.247,0,0,0,0,0
03/06/2022 05:06:27.6580 下午,0,766,14.247,0,0,0,0,0
03/06/2022 05:06:28.1444 下午,0,758,14.247,0,0,0,0,0
03/06/2022 05:06:28.8085 下午,0,761.5,14.247,0,0,0,0,0
03/06/2022 05:06:29.6071 下午,0,756.5,14.247,0,0,0,0,0
03/06/2022 05:06:30.3130 下午,0,765.75,14.247,0,0,0,0,0
03/06/2022 05:06:30.9624 下午,0,757.5,14.247,0,0,0,0,0
03/06/2022 05:06:32.9134 下午,0,747,14.247,0,0,0,0,0
03/06/2022 05:06:33.5757 下午,0,761.5,14.341,0,0,0,0,0
03/06/2022 05:06:34.0576 下午,0,755.25,14.341,0,0,0,0,0
03/06/2022 05:06:34.5094 下午,0,762.75,14.341,0,0,0,0,0
03/06/2022 05:06:35.1970 下午,0,763,14.341,0,0,0,0,0
03/06/2022 05:06:35.8091 下午,0,753.25,14.341,0,0,0,0,0
03/06/2022 05:06:36.2450 下午,0,764,14.341,0,0,0,0,0
03/06/2022 05:06:36.7159 下午,0,740.75,14.341,0,0,0,0,0
03/06/2022 05:06:37.5870 下午,0,761,14.341,0,0,0,0,0
03/06/2022 05:06:38.2542 下午,0,760,14.341,0,0,0,0,0
03/06/2022 05:06:38.7592 下午,0,769.75,14.341,0,0,0,0,0
03/06/2022 05:06:39.3154 下午,0,761.5,14.082,0,0,0,0,0
03/06/2022 05:06:40.1710 下午,0,763.75,14.082,0,0,0,0,0
03/06/2022 05:06:40.8810 下午,0,759.5,14.082,0,0,0,0,0
03/06/2022 05:06:41.2959 下午,0,754.25,14.082,0,0,0,0,0
03/06/2022 05:06:41.7958 下午,0,758.75,14.082,0,0,0,0,0
03/06/2022 05:06:42.5720 下午,0,742.5,14.082,0,0,0,0,0
03/06/2022 05:06:43.2014 下午,0,768.75,14.082,0,0,0,0,0
03/06/2022 05:06:43.7151 下午,0,758.5,14.082,0,0,0,0,0
03/06/2022 05:06:44.2359 下午,0,765.75,14.082,0,0,0,0,0
03/06/2022 05:06:45.0037 下午,0,759.5,14.082,0,0,0,0,0
03/06/2022 05:06:45.6644 下午,0,763.5,14.318,0,0,0,0,0
03/06/2022 05:06:46.1878 下午,0,752.75,14.318,0,0,0,0,0
03/06/2022 05:06:46.6892 下午,0,753.5,14.318,0,0,0,0,0
03/06/2022 05:06:47.4805 下午,0,759.25,14.318,0,0,0,0,0
03/06/2022 05:06:48.0812 下午,0,760.25,14.318,0,0,0,0,0
03/06/2022 05:06:48.4778 下午,0,763,14.318,0,0,0,0,0
03/06/2022 05:06:48.8604 下午,0,746,14.318,0,0,0,0,0
03/06/2022 05:06:49.6635 下午,0,745.5,14.318,0,0,0,0,0
03/06/2022 05:06:50.2653 下午,0,747.5,14.318,0,0,0,0,0
03/06/2022 05:06:51.0104 下午,0,768.5,14.318,0,0,0,0,0
03/06/2022 05:06:51.3983 下午,0,724.75,14.365,0,0,0,0,0
03/06/2022 05:06:51.9886 下午,0,736.5,14.365,0,0,0,0,0
03/06/2022 05:06:52.4883 下午,0,766.25,14.365,0,0,0,0,0
03/06/2022 05:06:53.7067 下午,0,750.5,14.365,0,0,0,0,0
03/06/2022 05:06:54.1008 下午,0,760.25,14.365,0,0,0,0,0
03/06/2022 05:06:54.7010 下午,0,747,14.365,0,0,0,0,0
03/06/2022 05:06:55.2415 下午,0,754.25,14.365,0,0,0,0,0
03/06/2022 05:06:55.6077 下午,0,758.25,14.365,0,0,0,0,0
03/06/2022 05:06:56.0047 下午,0,746.5,14.365,0,0,0,0,0
03/06/2022 05:06:56.7473 下午,0,759.25,14.365,0,0,0,0,0
03/06/2022 05:06:57.2747 下午,0,754,14.177,0,0,0,0,0
03/06/2022 05:06:57.6586 下午,0,745.25,14.177,0,0,0,0,0
03/06/2022 05:06:57.9892 下午,0,755.5,14.177,0,0,0,0,0
03/06/2022 05:06:58.5849 下午,0,741.5,14.177,0,0,0,0,0
03/06/2022 05:06:59.2310 下午,0,766.5,14.177,0,0,0,0,0
03/06/2022 05:06:59.6938 下午,0,755.75,14.177,0,0,0,0,0
03/06/2022 05:07:00.0575 下午,0,746,14.177,0,0,0,0,0
03/06/2022 05:07:00.8732 下午,0,759,14.177,0,0,0,0,0
03/06/2022 05:07:01.4871 下午,0,762.5,14.177,0,0,0,0,0
03/06/2022 05:07:02.1012 下午,0,777.75,14.177,0,0,0,0,0
03/06/2022 05:07:02.5768 下午,0,768.5,14.106,0,0,0,0,0
03/06/2022 05:07:04.5381 下午,0,758,14.106,0,0,0,0,0
03/06/2022 05:07:05.3017 下午,0,784.25,14.318,0,0,0,0,0
03/06/2022 05:07:05.7886 下午,0,757,14.318,0,0,0,0,0
03/06/2022 05:07:06.2613 下午,0,767.25,14.318,0,0,0,0,0
03/06/2022 05:07:06.9811 下午,0,770.5,14.318,0,0,0,0,0
03/06/2022 05:07:07.6260 下午,0,762.25,14.318,0,0,0,0,0
03/06/2022 05:07:08.0799 下午,0,760,14.318,0,0,0,0,0
03/06/2022 05:07:08.7950 下午,0,774,14.318,0,0,0,0,0
03/06/2022 05:07:09.4648 下午,0,763,14.318,0,0,0,0,0
03/06/2022 05:07:10.2135 下午,0,742,14.318,0,0,0,0,0
03/06/2022 05:07:10.7912 下午,0,764.75,14.318,0,0,0,0,0
03/06/2022 05:07:11.3641 下午,0,768,14.177,0,0,0,0,0
03/06/2022 05:07:12.1484 下午,0,758.75,14.177,0,0,0,0,0
03/06/2022 05:07:12.7570 下午,0,760.75,14.177,0,0,0,0,0
03/06/2022 05:07:13.1630 下午,0,758.75,14.177,0,0,0,0,0
03/06/2022 05:07:13.7221 下午,0,752.5,14.177,0,0,0,0,0
03/06/2022 05:07:14.4699 下午,0,763.25,14.177,0,0,0,0,0
03/06/2022 05:07:15.1751 下午,0,750.25,14.177,0,0,0,0,0
03/06/2022 05:07:15.6549 下午,0,758.75,14.177,0,0,0,0,0
03/06/2022 05:07:16.3569 下午,0,747.75,14.177,0,0,0,0,0
03/06/2022 05:07:17.2429 下午,0,763,14.177,0,0,0,0,0
03/06/2022 05:07:17.8851 下午,0,760.75,14.271,0,0,0,0,0
03/06/2022 05:07:18.2410 下午,0,755,14.271,0,0,0,0,0
03/06/2022 05:07:18.6382 下午,0,771,14.271,0,0,0,0,0
03/06/2022 05:07:19.2040 下午,0,758.25,14.271,0,0,0,0,0
03/06/2022 05:07:19.7754 下午,0,770.25,14.271,0,0,0,0,0
03/06/2022 05:07:20.2075 下午,0,751.25,14.271,0,0,0,0,0
03/06/2022 05:07:20.5960 下午,0,755.25,14.271,0,0,0,0,0
03/06/2022 05:07:21.2319 下午,0,760.75,14.271,0,0,0,0,0
03/06/2022 05:07:21.7073 下午,0,752.5,14.271,0,0,0,0,0
03/06/2022 05:07:22.2005 下午,0,768.5,14.271,0,0,0,0,0
03/06/2022 05:07:22.6523 下午,0,741.25,14.247,0,0,0,0,0
03/06/2022 05:07:23.2608 下午,0,765.25,14.247,0,0,0,0,0
03/06/2022 05:07:23.8259 下午,0,769.25,14.247,0,0,0,0,0
03/06/2022 05:07:24.2388 下午,0,765.5,14.247,0,0,0,0,0
03/06/2022 05:07:24.6595 下午,0,759,14.247,0,0,0,0,0
03/06/2022 05:07:25.4353 下午,0,764,14.247,0,0,0,0,0
03/06/2022 05:07:26.0374 下午,0,746.5,14.247,0,0,0,0,0
03/06/2022 05:07:26.5099 下午,0,736.75,14.247,0,0,0,0,0
03/06/2022 05:07:26.9392 下午,0,757.25,14.247,0,0,0,0,0
03/06/2022 05:07:27.6942 下午,0,745.5,14.247,0,0,0,0,0
03/06/2022 05:07:28.2885 下午,0,751.75,14.247,0,0,0,0,0
03/06/2022 05:07:28.6718 下午,0,755,14.247,0,0,0,0,0
03/06/2022 05:07:29.1054 下午,0,765.25,14.247,0,0,0,0,0
03/06/2022 05:07:29.8274 下午,0,762.5,14.247,0,0,0,0,0
03/06/2022 05:07:30.4053 下午,0,764.25,14.247,0,0,0,0,0
03/06/2022 05:07:30.8153 下午,0,760.5,14.247,0,0,0,0,0
03/06/2022 05:07:31.2570 下午,0,744.5,14.247,0,0,0,0,0
03/06/2022 05:07:32.0251 下午,0,758,14.247,0,0,0,0,0
03/06/2022 05:07:32.8305 下午,0,744.75,14.247,0,0,0,0,0
03/06/2022 05:07:33.2765 下午,0,761.5,14.247,0,0,0,0,0
03/06/2022 05:07:33.7314 下午,0,743.5,14.247,0,0,0,0,0
03/06/2022 05:07:34.6356 下午,0,755.75,14.247,0,0,0,0,0
03/06/2022 05:07:35.3800 下午,0,776,14.247,0,0,0,0,0
03/06/2022 05:07:35.9888 下午,0,750.25,14.247,0,0,0,0,0
03/06/2022 05:07:36.6183 下午,0,766.75,14.247,0,0,0,0,0
03/06/2022 05:07:37.3457 下午,0,744,14.247,0,0,0,0,0
03/06/2022 05:07:37.9809 下午,0,754,14.247,0,0,0,0,0
03/06/2022 05:07:38.4379 下午,0,739.25,14.247,0,0,0,0,0
03/06/2022 05:07:38.9726 下午,0,752,14.247,0,0,0,0,0
03/06/2022 05:07:39.8211 下午,0,739.5,14.247,0,0,0,0,0
03/06/2022 05:07:40.5179 下午,0,755.75,14.2,0,0,0,0,0
03/06/2022 05:07:41.0935 下午,0,734.75,14.2,0,0,0,0,0
03/06/2022 05:07:41.4715 下午,0,748,14.2,0,0,0,0,0
03/06/2022 05:07:42.2550 下午,0,764.5,14.2,0,0,0,0,0
03/06/2022 05:07:42.9129 下午,0,754.75,14.2,0,0,0,0,0
03/06/2022 05:07:43.4381 下午,0,742.5,14.2,0,0,0,0,0
03/06/2022 05:07:43.9414 下午,0,751.25,14.2,0,0,0,0,0
03/06/2022 05:07:44.6616 下午,0,776.25,14.2,0,0,0,0,0
03/06/2022 05:07:45.4257 下午,0,752.25,14.2,0,0,0,0,0
03/06/2022 05:07:46.0185 下午,0,757.75,14.2,0,0,0,0,0
03/06/2022 05:07:46.5197 下午,0,763.5,14.059,0,0,0,0,0
03/06/2022 05:07:47.3900 下午,0,767.75,14.059,0,0,0,0,0
03/06/2022 05:07:47.9712 下午,0,776.75,14.059,0,0,0,0,0
03/06/2022 05:07:48.4357 下午,0,781.75,14.059,0,0,0,0,0
03/06/2022 05:07:48.8332 下午,0,746,14.059,0,0,0,0,0
03/06/2022 05:07:49.5064 下午,0,768.25,14.059,0,0,0,0,0
03/06/2022 05:07:50.3220 下午,0,752.25,14.059,0,0,0,0,0
03/06/2022 05:07:50.8394 下午,0,768.25,14.059,0,0,0,0,0
03/06/2022 05:07:51.2681 下午,0,748.75,14.059,0,0,0,0,0
03/06/2022 05:07:52.0404 下午,0,744.75,14.059,0,0,0,0,0
03/06/2022 05:07:52.6278 下午,0,742,14.318,0,0,0,0,0
03/06/2022 05:07:53.1334 下午,0,763.25,14.318,0,0,0,0,0
03/06/2022 05:07:53.6311 下午,0,757,14.318,0,0,0,0,0
03/06/2022 05:07:54.3495 下午,0,761.25,14.318,0,0,0,0,0
03/06/2022 05:07:55.0995 下午,0,741.25,14.318,0,0,0,0,0
03/06/2022 05:07:55.5357 下午,0,761.5,14.318,0,0,0,0,0
03/06/2022 05:07:56.0531 下午,0,755.5,14.318,0,0,0,0,0
03/06/2022 05:07:56.7530 下午,0,761,14.318,0,0,0,0,0
03/06/2022 05:07:58.4418 下午,0,749.75,14.318,0,0,0,0,0
03/06/2022 05:07:59.0402 下午,0,764.5,14.318,0,0,0,0,0
03/06/2022 05:07:59.5122 下午,0,744.5,14.271,0,0,0,0,0
03/06/2022 05:08:00.3509 下午,0,750.75,14.271,0,0,0,0,0
03/06/2022 05:08:01.1346 下午,0,761,14.271,0,0,0,0,0
03/06/2022 05:08:01.5619 下午,0,753.5,14.271,0,0,0,0,0
03/06/2022 05:08:03.7328 下午,0,751,14.271,0,0,0,0,0
03/06/2022 05:08:04.6388 下午,0,755.25,14.271,0,0,0,0,0
03/06/2022 05:08:05.2404 下午,0,732.5,14.271,0,0,0,0,0
03/06/2022 05:08:05.7351 下午,0,750.75,14.271,0,0,0,0,0
03/06/2022 05:08:06.9661 下午,0,758.25,14.271,0,0,0,0,0
03/06/2022 05:08:07.7423 下午,0,753.25,14.271,0,0,0,0,0
03/06/2022 05:08:08.5273 下午,0,751.5,14.177,0,0,0,0,0
03/06/2022 05:08:09.1542 下午,0,736.25,14.177,0,0,0,0,0
03/06/2022 05:08:09.5655 下午,0,746.75,14.177,0,0,0,0,0
03/06/2022 05:08:10.4874 下午,0,764.5,14.177,0,0,0,0,0
03/06/2022 05:08:11.8402 下午,0,751.75,14.177,0,0,0,0,0
03/06/2022 05:08:12.7225 下午,0,747,14.177,0,0,0,0,0
03/06/2022 05:08:13.1570 下午,0,757.75,14.177,0,0,0,0,0
03/06/2022 05:08:13.9364 下午,0,751.25,14.177,0,0,0,0,0
03/06/2022 05:08:14.5361 下午,0,754.25,14.177,0,0,0,0,0
03/06/2022 05:08:15.0264 下午,0,755.75,14.177,0,0,0,0,0
03/06/2022 05:08:15.5081 下午,0,740,14.389,0,0,0,0,0
03/06/2022 05:08:16.3428 下午,0,759,14.389,0,0,0,0,0
03/06/2022 05:08:16.9383 下午,0,754.25,14.389,0,0,0,0,0
03/06/2022 05:08:17.3433 下午,0,758,14.389,0,0,0,0,0
03/06/2022 05:08:17.8366 下午,0,747.75,14.389,0,0,0,0,0
03/06/2022 05:08:18.5721 下午,0,757,14.389,0,0,0,0,0
03/06/2022 05:08:19.2575 下午,0,761,14.389,0,0,0,0,0
03/06/2022 05:08:19.7730 下午,0,762,14.389,0,0,0,0,0
03/06/2022 05:08:20.2476 下午,0,740.5,14.389,0,0,0,0,0
03/06/2022 05:08:21.1426 下午,0,757.25,14.389,0,0,0,0,0
03/06/2022 05:08:21.9620 下午,0,771.5,14.224,0,0,0,0,0
03/06/2022 05:08:22.4230 下午,0,753.75,14.224,0,0,0,0,0
03/06/2022 05:08:22.8683 下午,0,754.5,14.224,0,0,0,0,0
03/06/2022 05:08:23.6056 下午,0,742,14.224,0,0,0,0,0
03/06/2022 05:08:24.3047 下午,0,750,14.224,0,0,0,0,0
03/06/2022 05:08:25.0013 下午,0,758,14.224,0,0,0,0,0
03/06/2022 05:08:25.9283 下午,0,750.75,14.224,0,0,0,0,0
03/06/2022 05:08:27.2561 下午,0,764.75,14.224,0,0,0,0,0
03/06/2022 05:08:28.5401 下午,0,756.75,14.224,0,0,0,0,0
03/06/2022 05:08:30.0232 下午,0,772.25,14.224,0,0,0,0,0
03/06/2022 05:08:30.6680 下午,0,768.5,14.271,0,0,0,0,0
03/06/2022 05:08:32.6237 下午,0,772.5,14.271,0,0,0,0,0
03/06/2022 05:08:33.4308 下午,0,771.25,14.271,0,0,0,0,0
03/06/2022 05:08:33.9538 下午,0,779,14.271,0,0,0,0,0
03/06/2022 05:08:39.1218 下午,0,770.25,14.271,0,0,0,0,0
03/06/2022 05:08:39.9052 下午,0,756.25,14.271,0,0,0,0,0
03/06/2022 05:08:40.5467 下午,0,748.25,14.271,0,0,0,0,0
03/06/2022 05:08:40.9468 下午,0,750.75,14.271,0,0,0,0,0
03/06/2022 05:08:41.6163 下午,0,747,14.271,0,0,0,0,0
03/06/2022 05:08:42.2909 下午,0,757.75,14.271,0,0,0,0,0
03/06/2022 05:08:42.8923 下午,0,742,14.318,0,0,0,0,0
03/06/2022 05:08:43.8372 下午,0,746.25,14.318,0,0,0,0,0
03/06/2022 05:08:44.2829 下午,0,756.5,14.318,0,0,0,0,0
03/06/2022 05:08:45.1722 下午,0,760.25,14.318,0,0,0,0,0
03/06/2022 05:08:47.9426 下午,0,758.75,14.318,0,0,0,0,0
03/06/2022 05:08:48.9472 下午,0,746.5,14.318,0,0,0,0,0
03/06/2022 05:08:50.2009 下午,0,765,14.318,0,0,0,0,0
03/06/2022 05:08:51.8730 下午,0,752.25,14.318,0,0,0,0,0
03/06/2022 05:08:53.9731 下午,0,763,14.318,0,0,0,0,0
03/06/2022 05:08:54.9048 下午,0,753.75,14.318,0,0,0,0,0
03/06/2022 05:08:55.3263 下午,0,766.25,14.153,0,0,0,0,0
03/06/2022 05:08:55.9734 下午,0,744.75,14.153,0,0,0,0,0
03/06/2022 05:08:56.5949 下午,0,751,14.153,0,0,0,0,0
03/06/2022 05:08:57.0435 下午,0,743.75,14.153,0,0,0,0,0
03/06/2022 05:08:57.4671 下午,0,754.25,14.153,0,0,0,0,0
